date,timestamp,source_name,headline,snippet,url,issue_area,geography_refs,geography_matches,source_type,domain,language,is_synthetic_operational_demo
2026-05-07,2026-05-07T15:37:00,Queens Community Post,Queens tech expansion stories raise questions about workforce stability as pressure grows,"Queens Community Post notes that AI / tech jobs narratives in NYC are being repeated across local news coverage, with Queens residents emphasizing pressure.",https://example.com/operational-demo/00805,AI / tech jobs,Queens; NYC,Queens; NYC,local news,queenscommunitypost.example,English,True
2026-05-07,2026-05-07T15:27:00,Metro Narrative Scan,Troy housing advocates warn that eviction pressure is rising as response grows,"Metro Narrative Scan notes that housing / rent narratives in Capital Region are being repeated across policy newsletter coverage, with Troy residents emphasizing response.",https://example.com/operational-demo/01664,housing / rent,Troy; Capital Region,Troy; Capital Region,policy newsletter,metronarrativescan.example,English,True
2026-05-07,2026-05-07T15:08:00,Statehouse Watch,Bronx tech expansion stories raise questions about workforce stability as frustration grows,"Statehouse Watch notes that AI / tech jobs narratives in NYC are being repeated across community forum coverage, with Bronx residents emphasizing frustration.",https://example.com/operational-demo/02139,AI / tech jobs,Bronx; NYC,Bronx; NYC,community forum,statehousewatch.example,English,True
2026-05-07,2026-05-07T15:05:00,Queens Community Post,Rockland local leaders debate delivery of affordable units as pressure grows,"Queens Community Post notes that housing / rent narratives in Hudson Valley are being repeated across social listening digest coverage, with Rockland residents emphasizing pressure.",https://example.com/operational-demo/01348,housing / rent,Rockland; Hudson Valley,Rockland; Hudson Valley,social listening digest,queenscommunitypost.example,English,True
2026-05-07,2026-05-07T14:53:00,Statehouse Watch,Nassau renters describe instability and repair delays as concern grows,"Statehouse Watch notes that housing / rent narratives in Long Island are being repeated across social listening digest coverage, with Nassau residents emphasizing concern.",https://example.com/operational-demo/00446,housing / rent,Nassau; Long Island,Nassau; Long Island,social listening digest,statehousewatch.example,English,True
2026-05-07,2026-05-07T14:43:00,Syracuse Policy Review,Brooklyn local officials debate affordability relief proposals as pressure grows,"Syracuse Policy Review notes that affordability / cost of living narratives in NYC are being repeated across TV transcript coverage, with Brooklyn residents emphasizing pressure.",https://example.com/operational-demo/01865,affordability / cost of living,Brooklyn; NYC,Brooklyn; NYC,TV transcript,syracusepolicyreview.example,English,True
2026-05-07,2026-05-07T14:23:00,Hudson Valley Public Radio,Schenectady families describe grocery and utility pressure as debate grows,"Hudson Valley Public Radio notes that affordability / cost of living narratives in Capital Region are being repeated across TV transcript coverage, with Schenectady residents emphasizing debate.",https://example.com/operational-demo/02488,affordability / cost of living,Schenectady; Capital Region,Schenectady; Capital Region,TV transcript,hudsonvalleypublicradio.example,English,True
2026-05-07,2026-05-07T14:16:00,Long Island Observer,Brooklyn local leaders debate delivery of affordable units as frustration grows,"Long Island Observer notes that housing / rent narratives in NYC are being repeated across TV transcript coverage, with Brooklyn residents emphasizing frustration.",https://example.com/operational-demo/00527,housing / rent,Brooklyn; NYC,Brooklyn; NYC,TV transcript,longislandobserver.example,English,True
2026-05-07,2026-05-07T14:12:00,Rochester Herald,Manhattan residents ask for concrete cost-of-living plans as debate grows,"Rochester Herald notes that affordability / cost of living narratives in NYC are being repeated across community forum coverage, with Manhattan residents emphasizing debate.",https://example.com/operational-demo/02126,affordability / cost of living,Manhattan; NYC,Manhattan; NYC,community forum,rochesterherald.example,English,True
2026-05-07,2026-05-07T14:00:00,Hudson Valley Public Radio,Hempstead commuters connect fare pressure to household budgets as urgent grows,"Hudson Valley Public Radio notes that affordability / cost of living narratives in Long Island are being repeated across policy newsletter coverage, with Hempstead residents emphasizing urgent.",https://example.com/operational-demo/02554,affordability / cost of living,Hempstead; Long Island,Hempstead; Long Island,policy newsletter,hudsonvalleypublicradio.example,English,True
2026-05-07,2026-05-07T13:40:00,Rochester Herald,Monroe County officials debate public safety coordination and fairness as urgent grows,"Rochester Herald notes that immigration / public safety narratives in Western NY are being repeated across public radio coverage, with Monroe County residents emphasizing urgent.",https://example.com/operational-demo/00463,immigration / public safety,Monroe County; Western NY,Monroe County; Western NY,public radio,rochesterherald.example,English,True
2026-05-07,2026-05-07T13:36:00,Empire State Ledger,Staten Island voters connect ethics stories to broader competence concerns as concern grows,"Empire State Ledger notes that corruption / competence / trust narratives in NYC are being repeated across community forum coverage, with Staten Island residents emphasizing concern.",https://example.com/operational-demo/01416,corruption / competence / trust,Staten Island; NYC,Staten Island; NYC,community forum,empirestateledger.example,English,True
2026-05-07,2026-05-07T13:27:00,Rochester Herald,Brooklyn commuters connect fare pressure to household budgets as response grows,"Rochester Herald notes that affordability / cost of living narratives in NYC are being repeated across social listening digest coverage, with Brooklyn residents emphasizing response.",https://example.com/operational-demo/02342,affordability / cost of living,Brooklyn; NYC,Brooklyn; NYC,social listening digest,rochesterherald.example,English,True
2026-05-07,2026-05-07T13:23:00,Syracuse Policy Review,Nassau housing advocates warn that eviction pressure is rising as concern grows,"Syracuse Policy Review notes that housing / rent narratives in Long Island are being repeated across community forum coverage, with Nassau residents emphasizing concern.",https://example.com/operational-demo/02017,housing / rent,Nassau; Long Island,Nassau; Long Island,community forum,syracusepolicyreview.example,English,True
2026-05-07,2026-05-07T13:06:00,NY Civic Monitor,Huntington families describe grocery and utility pressure as frustration grows,"NY Civic Monitor notes that affordability / cost of living narratives in Long Island are being repeated across public radio coverage, with Huntington residents emphasizing frustration.",https://example.com/operational-demo/00409,affordability / cost of living,Huntington; Long Island,Huntington; Long Island,public radio,nycivicmonitor.example,English,True
2026-05-07,2026-05-07T12:42:00,Hudson Valley Public Radio,Suffolk officials debate public safety coordination and fairness as questions grows,"Hudson Valley Public Radio notes that immigration / public safety narratives in Long Island are being repeated across TV transcript coverage, with Suffolk residents emphasizing questions.",https://example.com/operational-demo/00184,immigration / public safety,Suffolk; Long Island,Suffolk; Long Island,TV transcript,hudsonvalleypublicradio.example,English,True
2026-05-07,2026-05-07T12:42:00,Metro Narrative Scan,Manhattan local coverage questions whether government can deliver reliably as urgent grows,"Metro Narrative Scan notes that corruption / competence / trust narratives in NYC are being repeated across TV transcript coverage, with Manhattan residents emphasizing urgent.",https://example.com/operational-demo/00423,corruption / competence / trust,Manhattan; NYC,Manhattan; NYC,TV transcript,metronarrativescan.example,English,True
2026-05-07,2026-05-07T12:38:00,Buffalo Civic Wire,Staten Island tech expansion stories raise questions about workforce stability as pressure grows,"Buffalo Civic Wire notes that AI / tech jobs narratives in NYC are being repeated across social listening digest coverage, with Staten Island residents emphasizing pressure.",https://example.com/operational-demo/01451,AI / tech jobs,Staten Island; NYC,Staten Island; NYC,social listening digest,buffalocivicwire.example,English,True
